Overall Qual,Overall Cond,Year Built,Total Bsmt SF,Total Liv Area,Full Bath,Half Bath,Bedroom AbvGr,TotRms AbvGrd,Garage Area,SalePrice
5,6,1959,1144,1144,1,0,3,6,796,143000
5,5,1957,1179,1364,1,1,3,6,331,132000
6,5,1960,1383,1383,1,1,3,7,292,145250
5,6,1956,1058,1370,1,0,3,6,300,148000
5,5,1957,1092,1092,1,0,2,6,299,141000
6,6,1956,1124,1124,1,0,3,6,353,153000
5,6,1957,1070,1236,1,0,2,6,447,134450
6,8,1954,1050,1050,1,0,3,6,286,156000
6,5,1954,1367,1375,1,0,2,5,451,140000
5,6,1952,1008,1008,1,0,2,4,280,139500
6,6,1951,216,1575,1,1,2,5,400,155000
5,7,1956,301,1145,1,0,3,6,684,127000
5,5,1956,1005,1005,1,0,2,6,319,133500
5,6,1955,1056,1056,1,1,3,6,300,125000
5,6,1951,884,884,1,0,2,4,270,142000
7,5,1941,929,2039,1,1,3,7,791,167000
5,5,1956,1015,1384,1,0,2,6,896,159000
6,6,1947,784,1312,1,1,3,6,649,127000
6,6,1924,617,1310,2,0,2,6,398,112000
3,8,1930,713,713,1,0,2,5,371,99800
5,7,1954,833,833,1,0,2,4,326,117000
5,6,1921,1073,1073,1,0,2,4,326,108480
4,8,1900,448,720,1,0,1,5,280,86900
5,6,1920,1120,1130,1,0,2,5,720,120000
6,8,1915,663,1595,2,0,3,7,528,155500
4,4,1910,1077,1760,1,1,4,7,648,80000
3,4,1915,672,1214,1,0,3,6,936,105000
5,8,1936,796,1466,2,0,3,7,566,170000
6,5,1965,1088,1324,2,0,3,6,440,160000
5,5,1966,1024,1086,1,0,3,6,484,159950
6,5,1963,1083,1146,1,0,3,6,294,165000
6,7,1962,912,1734,1,1,3,7,440,159000
6,5,1962,1135,1207,1,1,3,6,264,147000
5,5,1964,912,912,1,0,2,5,288,115000
6,6,1959,655,1194,1,0,3,6,539,159500
6,6,1959,864,864,1,0,2,4,288,120000
5,7,1957,816,816,1,0,2,5,308,129900
6,6,1961,1313,1773,2,0,3,6,418,183000
7,5,1959,0,1472,2,0,2,5,484,157500
5,6,1957,1484,1600,1,0,2,6,319,207500
4,6,1950,910,1521,1,1,3,6,597,147500
5,7,1950,0,1040,1,0,2,5,625,109500
4,5,1950,0,1040,1,0,2,4,420,109900
5,5,1959,1040,1040,1,0,3,6,286,133700
5,6,1959,1150,1150,1,0,3,6,300,141000
5,4,1961,1150,1150,1,0,3,6,288,146000
6,5,1966,660,1348,1,1,3,6,453,155000
5,5,1962,925,999,1,0,3,6,300,134500
7,6,1962,1045,1045,1,0,3,6,528,120000
5,6,1962,864,864,1,0,3,5,336,105000
5,8,1900,716,2014,2,0,5,8,624,169000
5,6,1948,1212,1668,1,0,3,6,240,135000
6,8,1900,780,1416,1,0,3,7,400,156500
7,7,1925,728,1641,1,1,3,6,546,178000
7,7,1900,712,1428,1,0,4,7,576,139900
6,8,1930,813,813,1,0,2,5,270,110000
5,7,1925,844,844,1,0,2,5,216,111500
5,6,1880,636,1750,1,0,3,8,240,124000
4,5,1950,576,864,1,0,2,5,528,105000
6,8,1920,648,1118,1,0,2,6,440,116000
3,5,1905,738,1376,1,0,2,7,216,96900
5,7,1924,816,1566,1,1,5,7,450,139000
3,5,1921,492,492,1,0,1,3,200,61500
6,7,1945,770,1182,1,1,3,5,378,120000
3,8,1955,1162,1163,1,0,3,6,220,126175
3,4,1920,798,840,1,0,2,5,250,64000
7,6,1910,1226,2104,2,0,5,9,432,155000
7,6,1916,815,1690,1,0,3,7,225,144000
7,7,1920,596,1762,1,1,4,8,576,157000
6,5,1923,1200,1200,1,0,4,7,312,125000
10,9,1892,1107,3608,2,1,4,12,840,475000
5,5,1958,960,960,1,0,3,5,624,125000
6,5,1939,972,1577,1,0,3,6,312,140200
6,7,1947,1004,1664,2,0,3,7,420,159000
6,6,1934,816,1176,1,0,3,6,528,114500
3,5,1930,728,1162,1,0,3,6,258,75000
5,6,1928,1042,1576,1,0,3,8,225,149000
5,7,1930,741,1324,1,0,3,7,180,110000
6,6,1925,1103,1103,1,0,2,5,440,110500
5,7,1921,616,616,1,0,2,4,205,89000
5,6,1922,993,1048,1,0,2,5,280,113000
5,5,1925,816,816,1,0,2,4,210,109000
6,5,1962,1595,2486,2,0,5,8,576,220000
6,8,1910,485,1635,1,0,2,5,255,117000
4,5,1924,596,1430,2,0,3,7,370,107000
5,8,1910,396,1330,1,0,3,7,390,116500
6,6,1937,780,1376,2,0,3,7,198,119500
5,6,1938,803,1360,1,1,2,6,297,125500
6,6,1930,984,984,1,0,3,6,308,90000
5,5,1951,806,1422,1,0,3,7,288,137500
5,5,1950,0,1640,1,0,3,7,394,131000
5,4,1958,1062,1352,1,0,3,6,288,130000
5,3,1936,830,879,1,0,2,4,180,80000
7,5,2004,1073,1073,2,0,2,4,246,157000
4,5,1963,1051,1382,1,1,3,6,459,148000
6,8,1963,1059,1068,1,0,3,6,264,154500
5,6,1966,1164,1320,1,0,3,6,564,164500
6,7,1964,912,934,1,0,2,4,336,132000
5,6,1966,1059,1059,1,0,3,6,286,142500
6,7,1978,672,1400,1,1,3,6,440,149500
5,6,1968,1461,1721,2,1,3,7,440,180000
5,4,1957,1134,1803,2,0,3,8,484,155000
5,4,1955,1763,1779,1,1,3,6,454,170000
5,6,1963,1000,1000,1,0,1,4,575,164000
7,4,1953,1304,2287,2,0,3,7,667,225000
5,7,1971,782,810,1,0,2,4,576,130000
5,5,1974,864,894,1,0,3,5,440,142500
4,5,1954,967,1350,1,1,3,6,504,146000
5,8,1948,896,2008,3,0,3,8,230,225000
6,7,1928,672,2009,2,0,4,8,795,235000
6,8,1935,1836,3672,3,1,5,7,836,415000
5,5,1962,1776,1560,2,0,3,6,528,182000
5,6,1952,0,1488,1,0,3,7,569,135000
5,8,1955,1057,1057,1,0,3,6,288,137000
6,4,1954,994,1855,2,0,4,7,325,136900
6,5,1953,1000,1609,1,1,5,7,305,149900
5,7,1952,980,1148,1,0,2,6,308,123500
5,5,1954,0,1124,1,0,3,5,0,93000
5,3,1948,810,1456,1,0,4,7,280,91500
6,4,1989,868,2559,2,1,4,9,506,209000
8,5,1993,777,1911,2,1,3,8,471,215000
7,5,2005,1308,1876,2,1,3,7,848,229800
7,5,2005,1208,1208,2,0,2,6,632,183600
7,5,2006,1199,1220,2,0,2,6,632,194000
7,5,2006,1286,1294,2,0,2,6,662,193879
7,5,2005,1614,1614,2,0,3,7,865,221500
7,5,2006,1498,1498,2,0,2,5,675,204900
7,5,2006,1391,1962,2,1,3,7,868,239799
6,5,2006,1836,1846,2,0,3,7,495,233555
7,5,2005,1734,1734,2,0,3,7,660,260000
8,5,2005,1570,1590,2,1,2,6,754,294900
7,5,2005,945,1809,2,1,3,8,638,209700
7,5,2005,1614,1614,2,0,3,7,576,225000
7,5,2005,784,1596,2,1,3,6,610,181000
8,5,1992,908,1915,2,1,3,8,506,220000
7,5,1975,1533,1533,2,0,2,5,576,280000
6,5,1968,1388,1388,2,0,3,6,522,158900
5,5,1996,870,914,1,0,2,5,576,148000
5,6,1996,1100,1100,1,1,3,5,462,145000
6,5,1995,781,1499,2,1,3,6,473,187000
5,5,1995,990,990,1,0,3,5,576,156000
7,5,2000,1525,1525,2,0,3,6,541,235000
6,5,1997,1479,1494,2,0,3,6,576,217000
7,5,1999,1588,1588,2,0,3,6,472,214000
7,5,1999,842,1749,2,1,3,7,515,196000
7,5,1999,951,1779,2,1,3,7,586,217000
7,5,2002,916,1861,2,1,3,8,492,200000
7,5,2002,936,1776,2,1,3,7,474,192500
7,5,2001,1541,1541,2,0,3,6,843,205000
5,5,1976,911,954,1,0,3,6,576,132500
6,6,1977,675,1388,1,1,3,6,317,157500
6,6,1978,995,1282,2,0,3,6,672,174000
5,6,1969,971,971,1,1,3,5,300,128500
5,7,1972,864,864,1,0,3,5,288,128500
5,7,1972,894,894,1,0,3,5,552,149900
5,8,1972,864,864,1,0,3,5,297,119900
8,5,2002,1065,1989,2,1,3,7,586,255000
6,5,1999,840,1755,2,1,3,7,530,214000
7,5,2002,872,1909,2,1,4,8,529,197000
8,5,1999,1090,2214,2,1,3,8,646,268500
7,5,1998,1054,1939,2,1,3,8,555,227000
7,5,1995,930,1995,2,1,4,8,610,237000
7,6,1998,1108,2097,2,1,3,8,583,274300
7,5,2004,1860,1836,2,0,3,8,484,216837
8,5,2006,1079,1919,2,1,3,8,685,233230
7,5,2003,1390,1390,2,0,3,7,545,207000
7,5,2004,847,1948,2,1,4,8,434,195000
6,5,2003,1682,1700,2,0,3,7,544,200000
7,5,2006,851,1737,2,1,3,7,578,203160
7,5,2005,784,1611,2,1,3,6,572,195800
7,5,2005,1552,1552,2,0,3,7,782,212900
7,5,2004,860,1720,2,1,3,7,565,196500
7,5,2005,1336,1336,2,0,3,6,502,198000
6,5,2005,750,1500,2,1,3,6,564,173900
6,5,2005,728,1456,2,1,3,8,390,163990
7,5,2005,1310,1310,2,0,3,6,400,164990
4,6,1910,676,1436,2,0,3,6,528,98000
5,4,1959,1466,1466,1,1,3,6,528,149900
4,5,1951,836,1220,1,0,2,6,396,102000
5,4,1969,1176,1176,1,0,2,5,360,119900
7,5,2003,796,1724,2,1,3,8,616,196500
6,5,2002,914,914,1,0,2,4,0,117250
7,5,2003,1150,2314,2,1,3,9,502,229000
4,7,1948,624,936,1,0,3,5,265,97900
6,3,1915,832,1338,2,0,3,7,528,92000
5,3,1910,658,1184,1,0,5,8,0,81000
5,7,1924,784,1221,1,0,4,7,392,104900
5,7,1955,864,864,1,0,2,5,572,115000
4,4,1954,954,1482,2,0,3,6,609,125000
5,7,1918,686,1250,1,1,3,7,280,116000
6,5,1940,940,1595,1,0,2,6,240,140000
5,5,1938,1058,1551,2,0,3,6,240,137000
7,8,1926,624,1479,1,0,3,6,312,160000
5,5,1914,747,1784,1,1,4,9,180,138887
6,8,1920,755,1510,1,0,3,6,216,149000
5,5,1926,1008,1522,2,0,4,7,0,102000
7,8,1919,818,1636,1,1,4,7,288,167000
7,6,1920,793,1802,1,1,4,9,216,200100
5,5,1939,992,1465,2,0,3,6,240,131000
7,5,1915,756,1717,1,0,3,7,642,140000
6,5,1920,817,1550,1,1,3,7,318,195000
5,6,1940,901,1717,1,1,2,7,410,194000
4,5,1922,700,1180,1,0,2,5,252,137500
7,7,1936,1017,2057,1,1,3,6,180,250000
7,7,1929,1022,1671,2,0,4,7,451,218000
6,8,1932,952,2345,2,1,4,9,360,239000
7,7,1932,637,1609,1,1,3,8,579,199500
6,7,1930,697,1801,1,1,3,8,365,210000
6,7,1956,1073,1811,1,0,2,6,470,230000
5,6,1977,1430,1647,2,0,3,7,621,217500
5,7,1950,1168,2315,2,0,4,9,342,257000
6,7,1926,861,1285,1,0,3,6,506,145400
4,6,1925,641,641,1,0,2,4,272,85000
6,5,1957,967,1638,2,0,4,6,384,139000
4,6,1920,637,1336,1,1,3,7,570,108000
6,6,1979,1625,1625,2,0,3,6,576,242500
8,5,2001,1491,1491,2,0,3,7,490,209000
6,6,1975,1128,1210,2,0,3,6,528,148000
7,5,1989,1210,2519,2,1,4,9,628,335000
6,6,1987,1112,1137,2,0,2,5,551,176000
7,5,1990,1309,1339,2,0,2,6,484,180000
8,5,2002,1800,1800,2,0,3,7,765,312500
8,5,2005,1728,1960,2,0,3,8,714,320000
8,5,2005,1868,2028,2,0,2,7,880,369900
9,5,2005,1838,1838,2,0,3,9,682,359900
1,3,1951,0,1600,1,1,3,6,270,81500
5,5,2006,1140,1140,1,0,3,6,0,84500
5,7,1968,864,874,1,0,3,5,288,126500
5,5,1969,1104,1360,1,0,3,8,336,140000
5,5,1977,1126,1126,2,0,3,5,484,160000
5,7,1960,1224,1224,1,0,4,7,576,131000
6,6,1984,1003,1003,1,0,3,6,588,142500
5,5,1992,912,970,1,0,3,6,0,132000
5,5,1974,1389,1389,1,0,2,6,418,170000
7,5,1993,996,2000,2,1,3,9,650,188000
